post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks
POST_1028,2023-01-21 09:10:00,Facebook,Carousel,Promotion/Sale,23400,20768,1684,216,57,0.0,764
POST_1029,2023-08-10 11:28:00,Instagram,Reel,Product Launch,69389,47710,6578,1080,342,182.0,1147
POST_1030,2023-06-15 07:22:00,Facebook,Story,Festive/Seasonal,18114,11914,664,36,39,0.0,439
POST_1031,2023-11-06 08:46:00,Facebook,Story,Festive/Seasonal,17264,14490,1285,182,56,0.0,236
POST_1032,2023-05-09 14:13:00,Facebook,Text,Tutorial,9373,6607,297,45,25,0.0,155
POST_1033,2023-01-14 14:40:00,Instagram,Carousel,User Generated Content,44417,31407,3500,318,133,127.0,511
POST_1034,2023-02-16 07:47:00,Instagram,Reel,Tutorial,82975,72778,11262,1617,879,289.0,2742
POST_1035,2023-04-28 09:09:00,Instagram,Carousel,Promotion/Sale,36219,25872,4446,245,394,208.0,752
POST_1036,2023-12-12 07:58:00,Facebook,Reel,Behind the Scenes,42777,35045,11413,1272,835,0.0,830
POST_1037,2023-10-22 16:26:00,Twitter,Reel,Tutorial,17749,15092,3517,281,205,0.0,524
POST_1038,2023-10-28 11:39:00,Instagram,Image,User Generated Content,10643,8313,1042,99,78,36.0,110
POST_1039,2023-01-11 05:43:00,Instagram,Video,Tutorial,21887,18905,3584,632,353,129.0,212
POST_1040,2023-12-11 17:28:00,Twitter,Video,Tutorial,13969,10654,1433,203,46,,384
POST_1041,2023-05-18 21:55:00,Instagram,Reel,Behind the Scenes,84504,62032,11663,1311,800,675.0,1098
POST_1042,2023-10-23 21:13:00,Facebook,Reel,Promotion/Sale,93023,64412,24167,1255,1538,0.0,1288
POST_1043,2023-01-21 19:05:00,Instagram,Story,Product Launch,29908,22542,2000,278,176,69.0,637
POST_1044,2023-03-31 17:57:00,Instagram,Reel,Tutorial,26871,19949,5035,457,201,165.0,262
POST_1045,2023-08-29 15:06:00,Facebook,Image,Tutorial,16630,13843,733,120,66,0.0,322
POST_1046,2023-09-23 21:08:00,Instagram,Story,Tutorial,31393,28065,2085,349,74,65.0,651
POST_1047,2023-11-30 09:48:00,Facebook,Text,Promotion/Sale,20005,14947,392,60,28,0.0,238
POST_1048,2023-08-15 07:07:00,Facebook,Image,Promotion/Sale,21384,17867,2179,250,111,0.0,700
POST_1049,2023-05-23 22:37:00,Facebook,Reel,Festive/Seasonal,13961,11626,2208,159,148,0.0,217
POST_1050,2023-04-03 12:46:00,Facebook,Video,Behind the Scenes,54812,37243,9635,836,289,0.0,514
POST_1051,2023-10-27 11:24:00,Instagram,Text,Tutorial,8579,7658,321,44,11,14.0,298
POST_1052,2023-08-12 23:22:00,Instagram,Reel,Festive/Seasonal,31716,22897,3635,514,273,154.0,882
POST_1053,2023-11-22 09:27:00,Facebook,Story,Tutorial,10129,7936,756,47,72,,268
POST_1054,2023-09-09 17:20:00,Instagram,Reel,Festive/Seasonal,24173,20015,4534,463,384,352.0,276
POST_1055,2023-02-16 21:50:00,Instagram,Image,Festive/Seasonal,22513,16677,884,122,53,28.0,575
POST_1056,2023-08-29 19:08:00,Instagram,Image,Promotion/Sale,19635,15150,1161,154,58,39.0,483
POST_1057,2023-06-28 19:15:00,Twitter,Story,Festive/Seasonal,4727,4178,306,29,27,0.0,91
POST_1058,2023-07-29 20:17:00,Facebook,Carousel,Tutorial,22015,15450,1952,177,151,0.0,288
POST_1059,2023-06-20 19:41:00,Facebook,Image,Product Launch,10919,8209,1132,112,86,0.0,144
POST_1060,2023-06-14 17:05:00,Facebook,Reel,Promotion/Sale,13316,8850,1824,128,76,0.0,290
POST_1061,2023-12-10 14:15:00,Instagram,Carousel,Promotion/Sale,29317,22768,3484,316,176,222.0,822
POST_1062,2023-02-23 19:35:00,Facebook,Image,Tutorial,11922,8040,1078,102,73,0.0,167
POST_1063,2023-03-24 13:38:00,Instagram,Image,User Generated Content,24475,17150,1567,240,111,40.0,453
POST_1064,2023-06-18 13:38:00,Facebook,Carousel,Promotion/Sale,22581,19152,3113,217,248,0.0,580
POST_1065,2023-07-30 09:46:00,Twitter,Reel,Product Launch,22720,18570,3404,431,319,0.0,630
POST_1066,2023-12-22 21:38:00,Instagram,Video,Tutorial,98636,88242,10094,1321,594,722.0,1549
POST_1067,2023-09-11 03:18:00,Twitter,Image,Promotion/Sale,6452,4331,284,42,8,0.0,149
POST_1068,2023-05-28 20:49:00,Twitter,Carousel,Festive/Seasonal,7032,5726,713,92,56,0.0,116
POST_1069,2023-12-06 21:44:00,Facebook,Story,Promotion/Sale,21817,16961,1126,114,35,0.0,340
POST_1070,2023-07-25 06:01:00,Instagram,Reel,Festive/Seasonal,83596,72593,15413,1948,1376,716.0,765
POST_1071,2023-10-09 13:54:00,Twitter,Reel,Behind the Scenes,33900,27909,4079,304,342,0.0,983
POST_1072,2023-01-19 05:54:00,Instagram,Reel,Tutorial,33801,27416,3708,584,315,131.0,857
POST_1073,2023-08-21 20:42:00,Facebook,Image,Behind the Scenes,14517,10954,1060,118,51,0.0,119
POST_1074,2023-02-15 11:56:00,Instagram,Reel,Behind the Scenes,35821,26827,5485,892,451,391.0,666
POST_1075,2023-06-11 17:19:00,Facebook,Reel,Festive/Seasonal,16434,12494,1807,284,70,0.0,463
POST_1076,2023-05-10 18:13:00,Instagram,Carousel,Tutorial,24255,18582,3329,434,287,152.0,623
POST_1077,2023-06-15 12:33:00,Instagram,Carousel,Behind the Scenes,38122,29188,5401,846,371,166.0,701
POST_1078,2023-03-01 21:38:00,Instagram,Image,Tutorial,46665,39116,4923,267,308,289.0,1365
POST_1079,2023-07-26 11:32:00,Instagram,Reel,Tutorial,19933,14361,3789,214,155,260.0,200
POST_1080,2023-09-21 01:12:00,Instagram,Reel,Promotion/Sale,25053,19124,4979,743,305,335.0,545
POST_1081,2023-01-01 04:47:00,Twitter,Text,Promotion/Sale,1810,1439,61,4,2,0.0,39
POST_1082,2023-12-03 10:25:00,Twitter,Reel,User Generated Content,8599,6696,1149,156,103,0.0,118
POST_1083,2023-10-05 13:18:00,Instagram,Image,Promotion/Sale,19764,15786,894,115,32,69.0,496
POST_1084,2023-08-25 13:41:00,Instagram,Carousel,Promotion/Sale,45710,37757,5924,642,533,458.0,942
POST_1085,2023-07-31 16:03:00,Instagram,Carousel,Festive/Seasonal,21324,16283,1663,83,78,84.0,348
POST_1086,2023-01-28 08:50:00,Instagram,Carousel,Tutorial,48557,43466,5321,578,209,121.0,1445
POST_1087,2023-04-07 00:57:00,Instagram,Carousel,Promotion/Sale,14992,11888,1290,102,39,35.0,229
POST_1088,2023-09-23 07:50:00,Instagram,Text,Festive/Seasonal,8839,7923,307,20,13,16.0,94
POST_1089,2023-07-05 00:15:00,Instagram,Story,Festive/Seasonal,3966,3213,211,17,9,12.0,72
POST_1090,2023-11-15 07:31:00,Facebook,Image,User Generated Content,8450,6948,710,114,27,,233
POST_1091,2023-09-13 02:24:00,Instagram,Reel,Product Launch,37003,28136,10407,711,780,446.0,1088
POST_1092,2023-11-17 10:07:00,Facebook,Story,Tutorial,5621,5005,505,43,43,0.0,199
POST_1093,2023-08-15 17:15:00,Instagram,Image,Product Launch,12449,9009,445,34,22,20.0,136
POST_1094,2023-01-27 13:31:00,Twitter,Video,Tutorial,18670,15425,2021,271,153,0.0,596
POST_1095,2023-04-15 02:40:00,Instagram,Story,Behind the Scenes,6005,4674,246,18,21,6.0,112
POST_1096,2023-05-17 21:38:00,Facebook,Story,Festive/Seasonal,26663,18569,1976,354,136,0.0,280
POST_1097,2023-10-09 23:04:00,Instagram,Story,Product Launch,6535,4706,498,34,40,9.0,131
POST_1098,2023-03-09 12:33:00,Facebook,Reel,Promotion/Sale,38964,28131,4936,664,394,,861
POST_1099,2023-05-28 08:56:00,Facebook,Image,Promotion/Sale,24141,21263,1954,312,120,0.0,483
POST_1100,2023-08-13 06:00:00,Instagram,Reel,Tutorial,17330,13111,3482,184,212,232.0,398
POST_1101,2023-12-24 04:23:00,Twitter,Video,Product Launch,5327,4204,1212,145,63,0.0,59
POST_1102,2023-09-06 15:59:00,Instagram,Image,Behind the Scenes,20317,15597,2063,260,159,140.0,464
POST_1103,2023-03-04 18:20:00,Twitter,Image,User Generated Content,6872,5108,435,27,40,0.0,65
POST_1104,2023-01-15 22:08:00,Instagram,Reel,Behind the Scenes,20837,15696,3638,503,126,202.0,520
POST_1105,2023-11-19 09:24:00,Instagram,Reel,Behind the Scenes,110012,89553,31679,3582,2152,2380.0,3313
POST_1106,2023-11-08 21:55:00,Instagram,Reel,User Generated Content,81370,58472,13369,1342,669,482.0,2095
POST_1107,2023-05-03 11:53:00,Facebook,Carousel,Promotion/Sale,8364,6156,497,42,41,0.0,225
POST_1108,2023-12-30 21:36:00,Facebook,Text,User Generated Content,6046,4630,215,35,17,0.0,117
POST_1109,2023-03-23 09:26:00,Twitter,Image,User Generated Content,5250,3941,532,77,36,0.0,102
POST_1110,2023-06-09 02:23:00,Instagram,Reel,Tutorial,31409,24503,7247,756,579,519.0,358
POST_1111,2023-10-10 22:34:00,Facebook,Story,Tutorial,4509,3212,263,43,15,0.0,119
POST_1112,2023-01-08 21:43:00,Instagram,Carousel,Behind the Scenes,55334,37434,3951,685,383,102.0,391
POST_1113,2023-10-10 04:11:00,Twitter,Story,Tutorial,5036,3299,262,22,23,0.0,61
POST_1114,2023-07-28 20:48:00,Twitter,Story,User Generated Content,7265,5946,308,16,18,0.0,111
POST_1115,2023-02-17 04:30:00,Twitter,Image,User Generated Content,4963,3978,421,66,25,0.0,72
POST_1116,2023-04-26 23:49:00,Facebook,Story,Promotion/Sale,5275,4135,282,30,10,0.0,130
POST_1117,2023-02-28 09:04:00,Twitter,Image,User Generated Content,8470,5987,622,61,38,0.0,156
POST_1118,2023-08-25 04:01:00,Instagram,Carousel,Product Launch,11287,7776,1545,164,90,34.0,193
POST_1119,2023-03-02 23:37:00,Twitter,Carousel,Promotion/Sale,12373,8591,930,144,89,0.0,120
POST_1120,2023-11-28 20:04:00,Instagram,Video,Festive/Seasonal,96167,67657,8488,783,340,531.0,1759
POST_1121,2023-03-20 19:00:00,Instagram,Carousel,Festive/Seasonal,46181,33907,5300,482,191,176.0,530
POST_1122,2023-09-13 23:16:00,Facebook,Image,Product Launch,8801,7169,525,27,34,0.0,201
POST_1123,2023-05-30 11:13:00,Instagram,Story,Tutorial,9755,7739,795,125,41,27.0,138
POST_1124,2023-09-18 18:02:00,Facebook,Image,Festive/Seasonal,9711,8118,781,45,62,0.0,277
POST_1125,2023-12-28 10:59:00,Instagram,Story,Tutorial,10811,9430,913,108,71,66.0,234
POST_1126,2023-05-20 09:03:00,Instagram,Video,Product Launch,41065,34429,5553,558,503,352.0,761
POST_1127,2023-08-01 07:50:00,Facebook,Reel,Behind the Scenes,35027,24309,7737,640,478,0.0,524
POST_1128,2023-09-05 11:25:00,Facebook,Image,User Generated Content,10596,7923,441,27,31,0.0,221
POST_1129,2023-08-30 05:32:00,Instagram,Reel,Promotion/Sale,11146,8684,2233,155,83,61.0,113
POST_1130,2023-05-05 06:18:00,Twitter,Reel,Festive/Seasonal,8817,6164,1185,85,115,0.0,219
POST_1131,2023-08-22 21:40:00,Twitter,Image,Product Launch,6026,4657,232,31,15,0.0,172
POST_1132,2023-10-10 19:45:00,Instagram,Story,Tutorial,10496,8932,830,55,48,25.0,157
POST_1133,2023-03-16 01:32:00,Instagram,Story,Behind the Scenes,9563,8481,382,67,17,25.0,171
POST_1134,2023-07-16 16:49:00,Facebook,Reel,Tutorial,9005,7784,1611,218,112,0.0,188
POST_1135,2023-04-08 14:26:00,Instagram,Carousel,Promotion/Sale,23211,18964,3811,219,151,240.0,438
POST_1136,2023-11-03 21:27:00,Instagram,Image,User Generated Content,26571,18180,1757,116,111,115.0,322
POST_1137,2023-09-18 21:44:00,Facebook,Reel,Tutorial,69058,59413,13914,2084,456,,813
POST_1138,2023-03-11 07:25:00,Facebook,Image,User Generated Content,12951,9719,1255,119,95,0.0,304
POST_1139,2023-02-05 02:05:00,Instagram,Story,User Generated Content,6950,5112,214,38,8,5.0,185
POST_1140,2023-05-22 14:40:00,Facebook,Reel,Tutorial,37389,30381,6447,650,311,0.0,616
POST_1141,2023-08-01 11:34:00,Twitter,Carousel,User Generated Content,9482,8400,655,75,46,0.0,315
POST_1142,2023-06-24 16:34:00,Facebook,Carousel,Product Launch,5286,4193,817,66,74,0.0,44
POST_1143,2023-09-17 20:39:00,Facebook,Image,Product Launch,25065,19043,996,168,62,0.0,206
POST_1144,2023-05-17 07:09:00,Instagram,Reel,Behind the Scenes,101453,78165,12493,972,431,680.0,2240
POST_1145,2023-01-02 01:17:00,Facebook,Image,User Generated Content,16051,12903,635,89,37,0.0,347
POST_1146,2023-05-25 11:05:00,Instagram,Image,Tutorial,15673,11559,1572,105,121,31.0,436
POST_1147,2023-06-02 13:19:00,Instagram,Story,Promotion/Sale,8660,6895,468,25,24,32.0,211
POST_1148,2023-10-28 19:05:00,Facebook,Reel,Promotion/Sale,47959,39543,8209,516,402,0.0,1382
POST_1149,2023-10-24 19:32:00,Twitter,Image,Behind the Scenes,4441,3042,240,30,8,0.0,116
POST_1150,2023-12-04 04:58:00,Instagram,Image,Product Launch,11972,10513,1292,191,93,74.0,306
POST_1151,2023-09-08 23:13:00,Facebook,Carousel,User Generated Content,24599,20492,3768,615,169,0.0,256
POST_1152,2023-03-18 07:51:00,Instagram,Text,Product Launch,20986,16338,1042,112,72,53.0,182
POST_1153,2023-08-17 21:09:00,Instagram,Story,Tutorial,16397,13094,1031,73,39,81.0,285
POST_1154,2023-10-03 14:34:00,Instagram,Reel,Promotion/Sale,43948,30448,9101,1176,683,230.0,1120
POST_1155,2023-09-05 14:20:00,Instagram,Story,User Generated Content,11137,8325,817,139,41,58.0,278
POST_1156,2023-06-26 19:25:00,Instagram,Video,Promotion/Sale,87077,61949,14944,1280,1310,303.0,1669
POST_1157,2023-06-20 20:37:00,Instagram,Image,User Generated Content,26470,22840,2432,391,118,124.0,537
POST_1158,2023-10-10 07:40:00,Facebook,Image,Tutorial,6421,5067,565,71,46,0.0,137
POST_1159,2023-10-06 21:48:00,Facebook,Reel,Tutorial,18365,13909,3754,348,301,0.0,407
POST_1160,2023-07-13 23:53:00,Instagram,Reel,Festive/Seasonal,31958,26803,7881,1047,541,163.0,828
POST_1161,2023-08-22 13:41:00,Facebook,Reel,Tutorial,61930,49353,9503,726,511,0.0,1199
POST_1162,2023-06-14 10:43:00,Twitter,Image,Product Launch,3457,2692,171,30,6,0.0,102
POST_1163,2023-04-07 08:41:00,Twitter,Video,Behind the Scenes,32340,24546,6213,585,317,0.0,671
POST_1164,2023-12-24 13:04:00,Instagram,Video,Behind the Scenes,61938,49233,8675,847,311,200.0,866
POST_1165,2023-05-03 14:19:00,Instagram,Image,Behind the Scenes,24541,18927,1463,171,83,78.0,254
POST_1166,2023-10-20 18:44:00,Facebook,Story,Product Launch,12416,9391,573,81,31,0.0,328
POST_1167,2023-07-16 05:27:00,Facebook,Video,Promotion/Sale,14702,12666,3505,271,140,0.0,246
POST_1168,2023-04-30 16:46:00,Facebook,Reel,Festive/Seasonal,34257,24466,5988,322,346,0.0,663
POST_1169,2023-07-30 13:54:00,Instagram,Image,Product Launch,31509,24790,1286,116,90,99.0,886
POST_1170,2023-01-23 01:15:00,Instagram,Carousel,Behind the Scenes,15047,10608,1071,181,96,71.0,231
POST_1171,2023-06-12 09:03:00,Facebook,Carousel,User Generated Content,7575,5880,449,30,41,0.0,191
POST_1172,2023-08-31 15:15:00,Instagram,Carousel,Product Launch,19432,15143,1897,277,161,124.0,479
POST_1173,2023-12-28 09:05:00,Instagram,Reel,User Generated Content,68333,50067,16084,1492,638,706.0,1972
POST_1174,2023-07-15 13:59:00,Instagram,Carousel,Tutorial,17800,14294,1920,113,123,119.0,363
POST_1175,2023-07-17 17:27:00,Facebook,Image,User Generated Content,4094,3619,305,38,26,0.0,71
POST_1176,2023-12-06 09:07:00,Instagram,Video,Tutorial,101073,69119,12251,843,1063,408.0,2178
POST_1177,2023-11-30 08:29:00,Instagram,Story,Product Launch,23973,18345,1090,121,78,86.0,699
POST_1178,2023-03-19 06:39:00,Facebook,Reel,Tutorial,38376,33474,8293,1123,768,0.0,729
POST_1179,2023-09-11 13:38:00,Instagram,Reel,Product Launch,66592,55101,20461,1673,1682,1048.0,994
POST_1180,2023-01-19 07:03:00,Instagram,Story,Behind the Scenes,33196,26160,2186,201,139,124.0,579
POST_1181,2023-03-06 07:19:00,Twitter,Image,User Generated Content,13003,9606,836,86,56,0.0,252
POST_1182,2023-09-15 20:42:00,Twitter,Image,Behind the Scenes,10946,7483,715,51,27,0.0,284
POST_1183,2023-10-30 04:47:00,Instagram,Image,Product Launch,15497,13594,1485,222,82,115.0,470
POST_1184,2023-06-19 11:42:00,Facebook,Reel,Tutorial,40739,28234,5572,485,272,,1006
POST_1185,2023-02-21 01:47:00,Facebook,Carousel,Promotion/Sale,7440,6320,967,49,58,0.0,140
POST_1186,2023-08-14 10:11:00,Facebook,Reel,Behind the Scenes,11000,9009,2772,398,224,0.0,90
POST_1187,2023-02-21 10:07:00,Twitter,Reel,Tutorial,22119,16826,4735,529,451,0.0,206
POST_1188,2023-09-27 13:00:00,Twitter,Story,Promotion/Sale,8297,6817,634,79,59,0.0,260
POST_1189,2023-08-22 09:45:00,Facebook,Image,Promotion/Sale,8377,6134,610,102,54,0.0,84
POST_1190,2023-01-08 07:08:00,Twitter,Video,Product Launch,11200,8929,2064,174,191,0.0,337
POST_1191,2023-03-15 08:44:00,Facebook,Story,Behind the Scenes,15369,12820,900,59,85,0.0,302
POST_1192,2023-07-29 02:00:00,Facebook,Image,Festive/Seasonal,10791,8004,398,25,25,0.0,245
POST_1193,2023-12-02 11:10:00,Instagram,Reel,Behind the Scenes,54609,45106,11460,1935,736,538.0,720
POST_1194,2023-03-21 09:31:00,Instagram,Video,User Generated Content,42805,28276,7179,590,368,475.0,560
POST_1195,2023-02-08 13:22:00,Instagram,Image,Festive/Seasonal,26173,17861,1635,189,127,94.0,613
POST_1196,2023-08-29 20:33:00,Twitter,Story,Product Launch,3296,2386,134,9,6,0.0,46
POST_1197,2023-05-16 01:33:00,Facebook,Image,Festive/Seasonal,10716,8892,713,62,48,0.0,95
POST_1198,2023-06-23 09:50:00,Facebook,Image,Behind the Scenes,10551,7960,1102,158,39,0.0,281
POST_1199,2023-11-16 14:52:00,Instagram,Reel,Behind the Scenes,95485,71711,13245,1543,906,692.0,1932
POST_1200,2023-12-21 01:46:00,Instagram,Image,Behind the Scenes,26339,23061,3045,469,292,78.0,414
